,title,comment,score
3994,convenient cheap way communicate friends relatives outside us,fact never knew convenient affordable means calling ghana introduced rebtel trustworthy network would like recommend ghanaians us far cheapest means call friends relatives back home hope remains honest affordable service provider,5
3995,awesome service,amazing using since months totally satisified recommend strongly awesome connection awesome voip hope improve least continue go rebtel go,5
3996,customer service needs improvements,still confident services please appreciate improvements recommend services friends,3
3997,great phone card service,used buy phone cards 10 would given 4550 mins rebtel get 10 60 mins get extra 10 mins save tax money going store buy phone cards save mins save tax money trip store buy phone card need debit credit card purchase card choice preference 10,5
3998,like rebt,add money always problem money added cant add money couple days,1
3999,good,spoke rebtel friend ghana,4
4000,3g wifi option,android app needs clear better option dial without 3g wifi 3g wifi option always best terms connectivity,2
4001,serves purpose saving money,give rebtel excellent customer service techs support participating international long distant service months already priorities fulfilled amazed customer care want use international long distant service rebtel one,5
4002,service quite user friendly,service offered quite user friendly good number times calls used disconnect unnecessarily,4
4003,good,impressed,4
4004,love,convinient,5
4005,rebtel excellent product make calls whenever want make calls,want thank friend dr luke introducing rebtel always apprehensive internet subscription friend whos conservative told try know must good regretted joining afforded convenience making calls whenever want make calls without going look buy calling cards recommend rebtel skeptic rebtel convenient reliable,5
4006,useful form communication,used months im satisfied,4
4007,goodbye international phone cards,happy ease efficiency rebtel international phone service,4
4008,last phone service one rely stress harsel reasonable price best,rebtel international phone service stood words service perfect rate supper cant go wrong rebtel,5
4009,cheap reliable easy use,used devices android iphone pc home phone works well managing devices numbers account would highly recommend anyone needs talk seas anyone thank rebtel,5
